,NEPA_DOC_NBR,PROJECT NAME,LMU – REGION,REGION_ID,DISTRICT_ID,LMU (ACTUAL),PROJECT CREATED,INITIATION DATE,INITIATION FY,DECISION SIGNED,SIGNED FY,DECISION TYPE,APPEALED OR OBJECTED?,NO COMMENTS OR ONLY SUPPORT?,LITIGATED?,ELAPSED DAYS,HF Fuels management – purpose,TM Forest products – purpose,VM Vegetation management (non-forest products) – purpose,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS,TOTAL_PROJECT_DAYS,NEPA_TO_LAST_ACT,NEPA_TO_FIRST_ACT,NEPA_TO_CONTRACT,PROJ_COMP,NEPA_COMP,PROJ_INIT,PROJ_AWARDED,ASSESSMENT_TIME,IMPLEMENTATION_TIME,NEPA_TO_FIRST_ACT_MAX,NEPA_TO_CONTRACT_MAX,TOTAL_PROJECT_DAYS_MAX,PROJECT_CREATED,NEPA_COMP2
1675,40322,Copeland Multiple Resource Managemenet Project,R8,8.0,81111.0,Nantahala Ranger District (11081111),09/27/2012,2013-05-16,2013.0,2013-09-25,2013.0,DN,1.0,0.0,0.0,132.0,1.0,1.0,1.0,2013-09-25,8.0,2017-03-08,2021-06-12,1557.0,0.76,2016-06-30,2021-06-12,2016.0,2021.0,2016.0,2035.0,2017.0,2021.0,19.0,-1.1947368421052629,536.3,373.4,50.0,0.0,6.0,0.0,35.0,0.0,7.0,0.0,0.0,2.0,4.0,0.1578947368421052,0.7105263157894737,Invasives - Pesticide Application,Wildlife Habitat Seeding and planting,4.0,0.9081149179880482,0.6550664443693225,15.0,2.4523255324240085,0.9055687119189598,2949.0,2817.0,1260.0,1009.0,False,True,True,True,132,2817,1260,1009,2949,2012-09-27,True
1676,40325,Last Chance Annosus Pocket Interplant,R5,5.0,51754.0,American River Ranger District (11051754),09/27/2012,2012-10-01,2013.0,2013-02-21,2013.0,DM,0.0,1.0,0.0,143.0,0.0,0.0,1.0,2013-02-21,5.0,2017-10-13,2017-10-13,0.0,1.0,2017-10-13,2017-10-13,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,0.0,0.0,26.8,26.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Stocking Survey,Stocking Survey,1.0,-0.0,,1.0,-0.0,,1838.0,1695.0,1695.0,1695.0,True,True,True,True,143,1695,1695,1695,1838,2012-09-27,True
1677,40327,Sailor Flat and Starr Ravine Restoration,R5,5.0,51754.0,American River Ranger District (11051754),09/27/2012,2013-01-01,2013.0,2013-05-24,2013.0,DM,0.0,1.0,0.0,143.0,0.0,0.0,1.0,2013-05-24,5.0,2014-10-31,2014-10-31,0.0,1.0,2013-07-01,2013-07-01,2013.0,2013.0,2013.0,2013.0,2015.0,2015.0,0.0,0.0,5.6,5.6,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,"Piling of Fuels, Hand or Machine ",Tree Release and Weed,2.0,0.6931471805599453,1.0,1.0,-0.0,,668.0,525.0,525.0,38.0,True,True,True,True,143,525,525,38,668,2012-09-27,True
1678,40335,Early Successional Wildlife Habitat Improvement,R9,9.0,92003.0,Hector Ranger District (11092003),09/27/2012,2012-10-02,2013.0,2012-11-29,2013.0,DM,0.0,1.0,0.0,58.0,0.0,0.0,1.0,2012-11-29,9.0,2014-04-25,2022-04-02,2899.0,0.9,2014-04-25,2022-04-02,2014.0,2022.0,2014.0,2022.0,2014.0,2022.0,8.0,0.8888888888888888,1123.0,1101.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.2222222222222222,0.2222222222222222,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,2.0,0.3250829733914482,0.4689955935892811,7.0,1.8866967846580784,0.969570350190125,3469.0,3411.0,512.0,512.0,False,True,True,True,58,3411,512,512,3469,2012-09-27,True
1679,40342,Idaho Buckhorn,R1,1.0,10407.0,Bonners Ferry Ranger District (11010407),09/27/2012,2013-03-20,2013.0,2014-02-03,2014.0,DM,0.0,1.0,0.0,320.0,1.0,0.0,0.0,2014-02-03,1.0,2014-07-02,2015-05-08,310.0,0.4705882352941176,2014-05-15,2015-05-08,2014.0,2015.0,2014.0,2023.0,2014.0,2015.0,9.0,0.0,4344.0,706.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1.0,-0.0,,1.0,-0.0,,779.0,459.0,149.0,101.0,False,True,True,True,320,459,149,101,779,2012-09-27,True
1680,40364,Peak Fire Salvage and Reforestation Project,R5,5.0,51101.0,Beckwourth Ranger District (11051101),09/27/2012,2012-11-28,2013.0,2013-01-03,2013.0,DM,0.0,1.0,0.0,36.0,0.0,1.0,1.0,2013-01-03,5.0,2013-04-12,2016-10-12,1279.0,0.5581395348837209,2013-03-14,2016-10-12,2013.0,2017.0,2013.0,2017.0,2013.0,2017.0,4.0,-0.3416666666666668,836.7999999999998,524.2,43.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"Salvage Cut (intermediate treatment, not regeneration)",Stocking Survey,2.0,0.110453046672598,0.1593500626856344,14.0,2.4851442132890718,0.9416787522578656,1414.0,1378.0,99.0,70.0,False,True,True,True,36,1378,99,70,1414,2012-09-27,True
1681,40372,Blockhouse Fuels and KW Project,R9,9.0,90405.0,Mio Ranger District (11090405),09/28/2012,2012-12-13,2013.0,2014-08-05,2014.0,DN,0.0,1.0,0.0,600.0,1.0,1.0,1.0,2014-08-05,9.0,2016-06-01,2022-06-15,2205.0,0.1346153846153846,2016-04-07,2022-06-15,2016.0,2022.0,2016.0,2029.0,2016.0,2022.0,13.0,-2.0545454545454547,9655.5,2331.0,156.0,55.0,0.0,0.0,82.0,0.0,19.0,0.0,0.0,0.0,3.0,0.1636363636363636,0.5238095238095238,Certification of Natural Regeneration with Site Prep,Stocking Survey,3.0,0.962044186303274,0.8756903561215371,52.0,3.5414144514799744,0.8962784135096101,3471.0,2871.0,666.0,611.0,False,True,True,True,600,2871,666,611,3471,2012-09-28,True
1682,40380,Goody Two Shoes,R9,9.0,91002.0,Manistique Ranger District (11091002),09/28/2012,2012-11-09,2013.0,2012-12-19,2013.0,DM,0.0,1.0,0.0,40.0,0.0,1.0,1.0,2012-12-19,9.0,2014-02-24,2019-09-30,2044.0,0.9473684210526316,2013-08-07,2019-09-30,2013.0,2019.0,2013.0,2023.0,2014.0,2019.0,10.0,0.0,1210.0,1120.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,Tree Release and Weed,Plantation Survival Survey,1.0,-0.0,,2.0,0.6917614988524178,0.9980008838722996,2516.0,2476.0,432.0,231.0,False,True,True,True,40,2476,432,231,2516,2012-09-28,True
1683,40381,Lefty Salvage,R9,9.0,91003.0,Munising Ranger District (11091003),09/28/2012,2012-11-08,2013.0,2013-01-31,2013.0,DM,1.0,0.0,0.0,84.0,0.0,1.0,1.0,2013-01-31,9.0,2015-05-10,2015-05-10,0.0,1.0,2015-05-10,2015-05-10,2015.0,2015.0,2015.0,2015.0,2015.0,2015.0,0.0,0.0,3.5,3.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Plant Trees,Plant Trees,1.0,-0.0,,1.0,-0.0,,913.0,829.0,829.0,829.0,True,True,True,True,84,829,829,829,913,2012-09-28,True
1684,40383,Dutch Mill Spruce Budworm CE,R9,9.0,91001.0,Rapid River Ranger District (11091001),09/28/2012,2013-04-19,2013.0,2013-09-19,2013.0,DM,0.0,1.0,0.0,153.0,0.0,1.0,1.0,2013-09-19,9.0,2021-01-06,2021-01-06,0.0,1.0,2019-08-28,2019-08-28,2019.0,2019.0,2019.0,2019.0,2021.0,2021.0,0.0,0.0,25.5,25.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Commercial Thin,Commercial Thin,1.0,-0.0,,1.0,-0.0,,2819.0,2666.0,2666.0,2169.0,True,True,True,True,153,2666,2666,2169,2819,2012-09-28,True
1685,40385,Hayden Project,R5,5.0,51101.0,Beckwourth Ranger District (11051101),09/28/2012,2013-02-13,2013.0,2015-05-04,2015.0,DN,0.0,1.0,0.0,810.0,1.0,1.0,0.0,2015-05-04,5.0,2017-06-20,2021-10-30,1593.0,0.6421568627450981,2016-09-28,2021-07-28,2016.0,2021.0,2016.0,2023.0,2017.0,2022.0,7.0,0.0,8364.0,7145.0,204.0,67.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1779141104294478,1.8931297709923665,"Piling of Fuels, Hand or Machine ","Piling of Fuels, Hand or Machine ",2.0,0.6330621882675114,0.913315679587854,90.0,4.410451032460779,0.9801416850008842,3181.0,2371.0,778.0,513.0,False,True,True,True,810,2371,778,513,3181,2012-09-28,True
1686,40388,Heinrude Fuels Reduction Project,R1,1.0,11006.0,Hungry Horse Ranger District (11011006),09/28/2012,2013-04-17,2013.0,2014-07-23,2014.0,DM,0.0,1.0,0.0,462.0,1.0,0.0,0.0,2014-07-23,1.0,2015-05-02,2017-07-19,809.0,1.0,2015-05-02,2017-07-19,2015.0,2017.0,2015.0,2017.0,2015.0,2017.0,2.0,0.0,1601.0,1601.0,83.0,20.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Pretreatment Exam for Release or Precommercial Thinning,Pretreatment Exam for Release or Precommercial Thinning,2.0,0.5521884001610994,0.7966394665488286,26.0,2.9055523476893352,0.8917944308224109,1554.0,1092.0,283.0,283.0,True,True,True,True,462,1092,283,283,1554,2012-09-28,True
1687,40389,Blowdown Restoration Project,R9,9.0,90300.0,Chippewa National Forest All Units (11090300),09/28/2012,2012-11-14,2013.0,2013-07-19,2013.0,DN,0.0,0.0,0.0,247.0,1.0,1.0,1.0,2013-07-19,9.0,2013-10-18,2022-06-17,3164.0,0.772700296735905,2013-07-23,2022-06-17,2013.0,2022.0,2013.0,2027.0,2014.0,2022.0,14.0,-0.2495934959349593,34799.3,30509.6,1685.0,87.0,0.0,2.0,1596.0,0.0,0.0,0.0,0.0,0.0,3.0,0.032520325203252,0.2050691244239631,Stocking Survey,Fill-in or Replant Trees,3.0,0.2124119274228798,0.193345668543718,57.0,2.863870454476635,0.7083438385411615,3502.0,3255.0,91.0,4.0,False,True,True,True,247,3255,91,4,3502,2012-09-28,True
1688,40396,Bloody Run Sub-Watershed Forest Health Improvement Project,R5,5.0,51753.0,Yuba River Ranger District (11051753),09/28/2012,2014-05-07,2014.0,2015-05-14,2015.0,DN,0.0,1.0,0.0,372.0,1.0,1.0,1.0,2015-05-14,5.0,2017-09-01,2019-12-04,824.0,0.3426573426573426,2015-09-03,2019-12-04,2015.0,2020.0,2015.0,2022.0,2017.0,2020.0,7.0,-0.1597014925373129,4335.2,1967.4,143.0,81.0,0.0,0.0,43.0,0.0,3.0,0.0,16.0,0.0,4.0,0.0149253731343283,1.0408163265306123,Tree Release and Weed,Commercial Thin,4.0,1.0094233510631834,0.728145031368187,34.0,3.1872631050278564,0.9038392650946502,2037.0,1665.0,841.0,112.0,False,True,True,True,372,1665,841,112,2037,2012-09-28,True
1689,40397,Barry Point Salvage Project,R6,6.0,60200.0,Fremont-Winema National Forest All Units (11060200),09/28/2012,2012-10-31,2013.0,2013-07-31,2013.0,DN,1.0,0.0,0.0,273.0,1.0,1.0,1.0,2013-07-31,6.0,2014-05-16,2017-10-15,1248.0,0.4033898305084746,2014-01-09,2017-10-15,2014.0,2018.0,2013.0,2029.0,2014.0,2018.0,16.0,-0.0101975780752071,47311.5,42536.0,1770.0,609.0,0.0,0.0,1045.0,0.0,1.0,0.0,115.0,0.0,4.0,0.0752071383046526,0.2787114845938375,Plant Trees,Plant Trees,4.0,0.860053225797274,0.6203972618791416,365.0,5.850599654995707,0.99164431249692,1810.0,1537.0,289.0,162.0,False,True,True,True,273,1537,289,162,1810,2012-09-28,True
1690,40398,Coleman Thinning Project,R5,5.0,51753.0,Yuba River Ranger District (11051753),09/28/2012,2014-07-15,2014.0,2015-07-10,2015.0,DN,0.0,0.0,0.0,360.0,1.0,1.0,1.0,2015-07-10,5.0,2017-05-15,2019-12-12,941.0,0.3947368421052631,2015-09-03,2019-12-12,2015.0,2020.0,2015.0,2020.0,2017.0,2020.0,5.0,-0.0960526315789473,3039.0,2434.8,114.0,62.0,0.0,0.0,38.0,0.0,1.0,0.0,13.0,0.0,4.0,0.0131578947368421,0.9555555555555556,Burning of Piled Material,Commercial Thin,4.0,0.9865936449787208,0.7116768794916836,18.0,2.6890146245087823,0.9303352128191476,1976.0,1616.0,675.0,55.0,False,True,True,True,360,1616,675,55,1976,2012-09-28,True
1691,40400,Ball Club,R9,9.0,90303.0,Deer River Ranger District (11090303),09/28/2012,2012-10-04,2013.0,2012-11-15,2013.0,DM,0.0,0.0,0.0,42.0,0.0,1.0,0.0,2012-11-15,9.0,2013-08-08,2020-09-30,2610.0,0.8333333333333334,2013-01-16,2020-09-30,2013.0,2020.0,2013.0,2020.0,2013.0,2020.0,7.0,0.0,3067.9,3067.9,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0303030303030303,0.2181818181818181,Stocking Survey,Animal Damage Control for Reforestation,1.0,-0.0,,1.0,-0.0,,2918.0,2876.0,266.0,62.0,False,True,True,True,42,2876,266,62,2918,2012-09-28,True
1692,40403,East Missy,R9,9.0,90303.0,Deer River Ranger District (11090303),09/28/2012,2012-10-04,2013.0,2012-11-15,2013.0,DM,0.0,0.0,0.0,42.0,0.0,1.0,0.0,2012-11-15,9.0,2013-07-30,2020-09-30,2619.0,0.8571428571428571,2013-01-23,2020-09-30,2013.0,2020.0,2013.0,2022.0,2013.0,2020.0,9.0,-0.0475935828877005,3191.5,3172.5999999999995,189.0,1.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0053475935828877,0.1049382716049382,Stocking Survey,Stocking Survey,2.0,0.0330110943610686,0.0476249421290313,3.0,0.8435429598132278,0.7678258913669058,2918.0,2876.0,257.0,69.0,False,True,True,True,42,2876,257,69,2918,2012-09-28,True
1693,40404,Highbanks,R9,9.0,90303.0,Deer River Ranger District (11090303),09/28/2012,2012-10-04,2013.0,2012-11-15,2013.0,DM,0.0,0.0,0.0,42.0,0.0,1.0,0.0,2012-11-15,9.0,2013-04-24,2021-09-22,3073.0,0.9166666666666666,2013-01-09,2021-09-22,2013.0,2021.0,2013.0,2021.0,2013.0,2021.0,8.0,0.0,2237.4,2237.4,108.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0092592592592592,0.101010101010101,Plant Trees,Animal Damage Control for Reforestation,2.0,0.0525693263147386,0.0758415063771471,1.0,-0.0,,3275.0,3233.0,160.0,55.0,False,True,True,True,42,3233,160,55,3275,2012-09-28,True
1694,40405,Little Ball,R9,9.0,90303.0,Deer River Ranger District (11090303),09/28/2012,2012-10-04,2013.0,2012-11-15,2013.0,DM,0.0,0.0,0.0,42.0,0.0,1.0,0.0,2012-11-15,9.0,2013-06-24,2021-09-22,3012.0,0.864406779661017,2012-12-12,2021-09-22,2013.0,2021.0,2013.0,2021.0,2013.0,2021.0,8.0,0.0,2117.2000000000007,2098.0000000000005,118.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0341880341880341,0.2058823529411764,Stocking Survey,Plantation Survival Survey,1.0,-0.0,,3.0,0.5865588711159462,0.5339088932156896,3275.0,3233.0,221.0,27.0,False,True,True,True,42,3233,221,27,3275,2012-09-28,True
1695,40407,SE Winnie,R9,9.0,90303.0,Deer River Ranger District (11090303),09/28/2012,2012-10-04,2013.0,2012-11-15,2013.0,DM,0.0,0.0,0.0,42.0,0.0,1.0,0.0,2012-11-15,9.0,2014-01-27,2020-09-30,2438.0,0.9615384615384616,2012-11-27,2020-09-30,2013.0,2020.0,2013.0,2020.0,2014.0,2020.0,7.0,-0.0256410256410256,1200.3,1196.3,156.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0064102564102564,0.1733333333333333,Animal Damage Control for Reforestation,Plantation Survival Survey,1.0,-0.0,,1.0,-0.0,,2918.0,2876.0,438.0,12.0,False,True,True,True,42,2876,438,12,2918,2012-09-28,True
1696,40408,West Missy,R9,9.0,90303.0,Deer River Ranger District (11090303),09/28/2012,2012-10-04,2013.0,2012-11-15,2013.0,DM,0.0,0.0,0.0,42.0,0.0,1.0,0.0,2012-11-15,9.0,2013-12-06,2021-10-20,2875.0,0.8704663212435233,2012-12-17,2021-10-20,2013.0,2022.0,2013.0,2025.0,2014.0,2022.0,12.0,-0.0776595744680851,3297.9,3172.4,193.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0159574468085106,0.25,Animal Damage Control for Reforestation,Animal Damage Control for Reforestation,1.0,-0.0,,2.0,0.2573186405438316,0.3712323266408757,3303.0,3261.0,386.0,32.0,False,True,True,True,42,3261,386,32,3303,2012-09-28,True
1697,40410,Tamarack Meadow Complex Restoration Project,R5,5.0,51103.0,Feather River Ranger District (11051103),09/28/2012,2012-05-16,2012.0,2012-09-10,2012.0,DM,0.0,0.0,0.0,117.0,0.0,0.0,1.0,2012-09-10,5.0,2013-08-01,2017-08-10,1470.0,1.0,2013-07-09,2017-08-10,2013.0,2017.0,2013.0,2017.0,2013.0,2017.0,4.0,0.0,27.3,27.3,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Wildlife Habitat Improvement,Burning of Piled Material,3.0,1.0986122886681096,0.9999999999999998,3.0,1.0986122886681096,0.9999999999999998,1912.0,1795.0,325.0,302.0,True,True,True,True,117,1795,325,302,1912,2012-09-28,True
1698,40415,Granite Aspen Enhancement Project,R5,5.0,51103.0,Feather River Ranger District (11051103),09/28/2012,2012-09-26,2012.0,2012-11-07,2013.0,DM,0.0,0.0,0.0,42.0,0.0,1.0,1.0,2012-11-07,5.0,2015-08-21,2021-06-29,2139.0,0.1016949152542373,2014-01-07,2021-06-29,2014.0,2021.0,2013.0,2024.0,2015.0,2021.0,11.0,0.0,616.8,77.7,59.0,8.0,0.0,0.0,4.0,0.0,21.0,23.0,2.0,1.0,6.0,0.6666666666666666,1.6666666666666667,Wildlife habitat monitoring - area,Re-vegetation monitoring for germination / survival of seeds and/or plants,6.0,1.3721418117429998,0.7658069262690492,4.0,1.0268646599760656,0.7407262763058008,3198.0,3156.0,1017.0,426.0,False,True,True,True,42,3156,1017,426,3198,2012-09-28,True
1699,40422,Chips Fire Roadside Hazard Tree Removal Project,R5,5.0,51102.0,Mt. Hough Ranger District (11051102),09/28/2012,2012-10-03,2013.0,2012-12-07,2013.0,DM,0.0,1.0,0.0,65.0,0.0,1.0,0.0,2012-12-07,5.0,2013-08-15,2017-09-29,1506.0,1.0,2013-03-08,2017-09-29,2013.0,2017.0,2012.0,2017.0,2013.0,2017.0,5.0,0.0,352.70000000000005,352.70000000000005,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,"Salvage Cut (intermediate treatment, not regeneration)","Salvage Cut (intermediate treatment, not regeneration)",1.0,-0.0,,7.0,1.945910149055313,1.0,1822.0,1757.0,251.0,91.0,True,True,True,True,65,1757,251,91,1822,2012-09-28,True
1700,40424,"Onion Aspen, Meadow and Stream Enhancement Project",R5,5.0,51103.0,Feather River Ranger District (11051103),09/28/2012,2012-09-26,2012.0,2012-11-07,2013.0,DM,0.0,1.0,0.0,42.0,0.0,1.0,1.0,2012-11-07,5.0,2015-09-23,2015-09-23,0.0,1.0,2014-01-20,2014-01-20,2014.0,2014.0,2013.0,2013.0,2015.0,2015.0,0.0,0.4374999999999999,11.2,14.7,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,Single-tree Selection Cut (UA/RH/FH),Disease Control,2.0,0.6931471805599453,1.0,4.0,1.3862943611198906,1.0,1092.0,1050.0,1050.0,439.0,True,True,True,True,42,1050,1050,439,1092,2012-09-28,True
1701,40425,Rock Creek Health & Restoration Project,R8,8.0,80103.0,Conecuh Ranger District (11080103),09/28/2012,2012-08-29,2012.0,2013-03-08,2013.0,DN,0.0,1.0,0.0,191.0,0.0,1.0,1.0,2013-03-08,8.0,2014-12-15,2021-09-08,2459.0,0.7487437185929648,2013-08-23,2021-09-08,2013.0,2021.0,2013.0,2023.0,2015.0,2021.0,10.0,-0.0794701986754966,3326.5,2798.9,199.0,0.0,0.0,0.0,84.0,0.0,115.0,0.0,0.0,0.0,2.0,0.2649006622516556,0.8120805369127517,Wildlife Habitat Seeding and planting,Tree Release and Weed,2.0,0.6809640917364919,0.982423518171694,16.0,1.560035456473049,0.5626638541661545,3297.0,3106.0,647.0,168.0,False,True,True,True,191,3106,647,168,3297,2012-09-28,True
1702,40426,Summit Facilities Hazard Trees,R5,5.0,51653.0,Summit Ranger District (11051653),09/28/2012,2013-06-17,2013.0,2013-07-25,2013.0,DM,0.0,1.0,0.0,38.0,0.0,1.0,0.0,2013-07-25,5.0,2015-05-19,2019-06-13,1486.0,0.5555555555555556,2015-05-19,2019-06-13,2015.0,2019.0,2013.0,2019.0,2015.0,2019.0,6.0,-29.15909090909091,2471.2,1185.6,45.0,38.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3636363636363636,0.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,2.0,0.4322259317038786,0.6235702082127974,40.0,3.629374309923017,0.9838690461612788,2187.0,2149.0,663.0,663.0,False,True,True,True,38,2149,663,663,2187,2012-09-28,True
1703,40432,Wallow Alpine Salvage and Fuel Reduction Project,R3,3.0,30101.0,Alpine Ranger District (11030101),09/28/2012,2012-10-23,2013.0,2013-02-04,2013.0,DM,0.0,0.0,0.0,104.0,1.0,1.0,0.0,2013-02-04,3.0,2013-04-04,2016-07-20,1203.0,1.0,2013-04-04,2014-10-01,2013.0,2015.0,2013.0,2015.0,2013.0,2016.0,2.0,0.0,1507.0,1507.0,36.0,6.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6388888888888888,"Salvage Cut (intermediate treatment, not regeneration)","Piling of Fuels, Hand or Machine ",2.0,0.4505612088663046,0.6500224216483541,2.0,0.1269305453414022,0.1831220683013728,1366.0,1262.0,59.0,59.0,True,True,True,True,104,1262,59,59,1366,2012-09-28,True
1704,40436,District-wide Permanent Upland Opening Maintenance,R9,9.0,92002.0,Manchester Ranger District (11092002),09/28/2012,2013-01-24,2013.0,2013-05-31,2013.0,DM,0.0,1.0,0.0,127.0,0.0,0.0,1.0,2013-05-31,9.0,2014-04-25,2022-04-25,2922.0,0.8333333333333334,2014-04-25,2022-04-25,2014.0,2022.0,2013.0,2024.0,2014.0,2022.0,11.0,0.95,361.5,344.5,24.0,18.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,Wildlife Habitat Release and weeding,Wildlife Habitat Mechanical treatment,4.0,0.8369882167858358,0.603759374819711,16.0,2.712962173052891,0.978494268295688,3378.0,3251.0,329.0,329.0,False,True,True,True,127,3251,329,329,3378,2012-09-28,True
1705,40445,Fiscal Year 2013 Controlled Burning Proposal,R8,8.0,81202.0,Andrew Pickens Ranger District (11081202),09/29/2012,2012-06-04,2012.0,2012-10-03,2013.0,DM,0.0,1.0,0.0,121.0,1.0,0.0,1.0,2012-10-03,8.0,2013-04-22,2014-04-01,344.0,1.0,2013-04-22,2014-04-01,2013.0,2014.0,2013.0,2014.0,2013.0,2014.0,1.0,0.0,3832.0,3832.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1.0,-0.0,,4.0,1.3862943611198906,1.0,666.0,545.0,201.0,201.0,True,True,True,True,121,545,201,201,666,2012-09-29,True
1706,40446,Chinquapin-Low Gap,R8,8.0,81004.0,Pleasant Hill Ranger District (11081004),09/29/2012,2013-04-03,2013.0,2013-11-13,2014.0,DN,0.0,1.0,0.0,224.0,1.0,1.0,1.0,2013-11-13,8.0,2015-12-20,2022-03-18,2280.0,0.6428571428571429,2015-07-07,2022-03-03,2015.0,2022.0,2014.0,2027.0,2016.0,2022.0,13.0,0.0,6102.7,3233.7,210.0,1.0,0.0,0.0,182.0,1.0,26.0,0.0,0.0,0.0,4.0,0.0072992700729927,1.0592592592592591,Wildlife Habitat Prescribed fire,Broadcast Burning - Covers a majority of the unit,4.0,0.4335850210196816,0.3127654798144158,73.0,4.160253491018489,0.9696522127954084,3271.0,3047.0,767.0,601.0,False,True,True,True,224,3047,767,601,3271,2012-09-29,True
1707,40461,01-123 - Hidden Creek Pine Thinning Project,R8,8.0,80301.0,Conasauga Ranger District (11080301),10/02/2012,2012-10-29,2013.0,2014-03-14,2014.0,DM,0.0,1.0,0.0,501.0,0.0,0.0,1.0,2014-03-14,8.0,2017-01-09,2017-07-20,192.0,1.0,2014-06-10,2014-06-10,2014.0,2014.0,2014.0,2014.0,2017.0,2017.0,0.0,0.0,86.0,86.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Commercial Thin,Commercial Thin,1.0,-0.0,,0.0,0.0,-0.0,1725.0,1224.0,1032.0,88.0,True,True,True,True,501,1224,1032,88,1725,2012-10-02,True
1708,40463,LaGarita Beetle Response,R2,2.0,20407.0,Gunnison Ranger District (11020407),10/02/2012,2012-11-08,2013.0,2013-12-03,2014.0,DN,0.0,1.0,0.0,390.0,1.0,1.0,1.0,2013-12-03,2.0,2014-06-30,2022-01-03,2744.0,0.5992727272727273,2014-02-19,2022-01-03,2014.0,2022.0,2014.0,2026.0,2014.0,2022.0,12.0,-0.0022988505747126,62094.4,29103.0,1375.0,311.0,36.0,0.0,978.0,7.0,43.0,0.0,0.0,0.0,5.0,0.0229885057471264,0.2985436893203883,Plant Trees,Stand Clearcut (EA/RH/FH),5.0,0.8091444931665455,0.5027497407109058,256.0,5.302219220578198,0.9561856719042888,3343.0,2953.0,209.0,78.0,False,True,True,True,390,2953,209,78,3343,2012-10-02,True
