NEPA_DOC_NBR,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS
40364,2013-01-03,5.0,2013-04-12,2016-10-12,1279.0,0.5581395348837209,2013-03-14,2016-10-12,2013.0,2017.0,2013,2017,2013.0,2017.0,4,-0.3416666666666668,836.7999999999998,524.2,43,1,0,0,42,0,0,0,0,0,2,0.0,0.0,"Salvage Cut (intermediate treatment, not regeneration)",Stocking Survey,2,0.11045304667259806,0.15935006268563445,14,2.4851442132890713,0.9416787522578656
40372,2014-08-05,9.0,2016-06-01,2022-06-15,2205.0,0.1346153846153846,2016-04-07,2022-06-15,2016.0,2022.0,2016,2029,2016.0,2022.0,13,-2.0545454545454547,9655.5,2331.0,156,55,0,0,82,0,19,0,0,0,3,0.16363636363636364,0.5238095238095238,Certification of Natural Regeneration with Site Prep,Stocking Survey,3,0.962044186303274,0.8756903561215371,52,3.5414144514799744,0.8962784135096101
40380,2012-12-19,9.0,2014-02-24,2019-09-30,2044.0,0.9473684210526315,2013-08-07,2019-09-30,2013.0,2019.0,2013,2023,2014.0,2019.0,10,0.0,1210.0,1120.0,19,0,0,0,19,0,0,0,0,0,1,0.0,0.1111111111111111,Tree Release and Weed,Plantation Survival Survey,1,-0.0,,2,0.6917614988524178,0.9980008838722995
40381,2013-01-31,9.0,2015-05-10,2015-05-10,0.0,1.0,2015-05-10,2015-05-10,2015.0,2015.0,2015,2015,2015.0,2015.0,0,0.0,3.5,3.5,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,Plant Trees,Plant Trees,1,-0.0,,1,-0.0,
40383,2013-09-19,9.0,2021-01-06,2021-01-06,0.0,1.0,2019-08-28,2019-08-28,2019.0,2019.0,2019,2019,2021.0,2021.0,0,0.0,25.5,25.5,1,0,0,0,1,0,0,0,0,0,1,0.0,2.0,Commercial Thin,Commercial Thin,1,-0.0,,1,-0.0,
40385,2015-05-04,5.0,2017-06-20,2021-10-30,1593.0,0.6421568627450981,2016-09-28,2021-07-28,2016.0,2021.0,2016,2023,2017.0,2022.0,7,0.0,8364.0,7145.0,204,67,0,0,137,0,0,0,0,0,2,0.17791411042944785,1.8931297709923665,"Piling of Fuels, Hand or Machine ","Piling of Fuels, Hand or Machine ",2,0.6330621882675114,0.913315679587854,90,4.410451032460779,0.9801416850008842
40388,2014-07-23,1.0,2015-05-02,2017-07-19,809.0,1.0,2015-05-02,2017-07-19,2015.0,2017.0,2015,2017,2015.0,2017.0,2,0.0,1601.0,1601.0,83,20,0,0,63,0,0,0,0,0,2,0.0,0.0,Pretreatment Exam for Release or Precommercial Thinning,Pretreatment Exam for Release or Precommercial Thinning,2,0.5521884001610994,0.7966394665488286,26,2.9055523476893352,0.8917944308224109
40389,2013-07-19,9.0,2013-10-18,2022-06-17,3164.0,0.772700296735905,2013-07-23,2022-06-17,2013.0,2022.0,2013,2027,2014.0,2022.0,14,-0.2495934959349593,34799.3,30509.6,1685,87,0,2,1596,0,0,0,0,0,3,0.032520325203252036,0.20506912442396313,Stocking Survey,Fill-in or Replant Trees,3,0.21241192742287981,0.193345668543718,57,2.863870454476635,0.7083438385411615
40391,2012-07-05,1.0,2013-08-15,2013-08-15,0.0,1.0,2013-08-15,2013-08-15,2013.0,2013.0,2013,2013,2013.0,2013.0,0,-9.2,14.2,5.0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,"Invasives - Biocontrol, Classic","Invasives - Biocontrol, Classic",1,-0.0,,1,-0.0,
40394,2012-11-29,1.0,2013-07-31,2013-07-31,0.0,1.0,2013-07-31,2013-07-31,2013.0,2013.0,2013,2013,2013.0,2013.0,0,0.0,40.0,40.0,8,4,0,2,2,0,0,0,0,0,3,0.0,0.0,Management & Control of Recreation to Protect Resources,Management & Control of Recreation to Protect Resources,3,1.0397207708399179,0.946394630357186,2,0.6931471805599453,1.0
40396,2015-05-14,5.0,2017-09-01,2019-12-04,824.0,0.34265734265734266,2015-09-03,2019-12-04,2015.0,2020.0,2015,2022,2017.0,2020.0,7,-0.15970149253731292,4335.2,1967.4,143,81,0,0,43,0,3,0,16,0,4,0.014925373134328358,1.0408163265306123,Tree Release and Weed,Commercial Thin,4,1.0094233510631834,0.728145031368187,34,3.1872631050278564,0.9038392650946502
40397,2013-07-31,6.0,2014-05-16,2017-10-15,1248.0,0.4033898305084746,2014-01-09,2017-10-15,2014.0,2018.0,2013,2029,2014.0,2018.0,16,-0.010197578075207138,47311.5,42536.0,1770,609,0,0,1045,0,1,0,115,0,4,0.07520713830465264,0.27871148459383754,Plant Trees,Plant Trees,4,0.860053225797274,0.6203972618791416,365,5.850599654995707,0.99164431249692
40398,2015-07-10,5.0,2017-05-15,2019-12-12,941.0,0.39473684210526316,2015-09-03,2019-12-12,2015.0,2020.0,2015,2020,2017.0,2020.0,5,-0.09605263157894739,3039.0,2434.8,114,62,0,0,38,0,1,0,13,0,4,0.013157894736842105,0.9555555555555556,Burning of Piled Material,Commercial Thin,4,0.9865936449787208,0.7116768794916836,18,2.6890146245087823,0.9303352128191477
40400,2012-11-15,9.0,2013-08-08,2020-09-30,2610.0,0.8333333333333334,2013-01-16,2020-09-30,2013.0,2020.0,2013,2020,2013.0,2020.0,7,0.0,3067.8999999999996,3067.8999999999996,66,0,0,0,66,0,0,0,0,0,1,0.030303030303030304,0.21818181818181817,Stocking Survey,Animal Damage Control for Reforestation,1,-0.0,,1,-0.0,
40401,2013-04-11,9.0,2013-08-07,2013-08-07,0.0,1.0,2013-07-01,2013-07-15,2013.0,2013.0,2013,2013,2013.0,2013.0,0,0.0,12.0,12.0,2,0,0,0,0,0,2,0,0,0,1,0.0,0.0,Wildlife Habitat Improvement,Inland Fish Brush cover structures,1,-0.0,,1,-0.0,
40403,2012-11-15,9.0,2013-07-30,2020-09-30,2619.0,0.8571428571428571,2013-01-23,2020-09-30,2013.0,2020.0,2013,2022,2013.0,2020.0,9,-0.04759358288770053,3191.5,3172.5999999999995,189,1,0,0,188,0,0,0,0,0,2,0.0053475935828877,0.10493827160493827,Stocking Survey,Stocking Survey,2,0.033011094361068624,0.04762494212903133,3,0.8435429598132278,0.7678258913669058
40404,2012-11-15,9.0,2013-04-24,2021-09-22,3073.0,0.9166666666666666,2013-01-09,2021-09-22,2013.0,2021.0,2013,2021,2013.0,2021.0,8,0.0,2237.4,2237.4,108,1,0,0,107,0,0,0,0,0,2,0.009259259259259259,0.10101010101010101,Plant Trees,Animal Damage Control for Reforestation,2,0.05256932631473862,0.0758415063771471,1,-0.0,
40405,2012-11-15,9.0,2013-06-24,2021-09-22,3012.0,0.864406779661017,2012-12-12,2021-09-22,2013.0,2021.0,2013,2021,2013.0,2021.0,8,0.0,2117.2000000000007,2098.0000000000005,118,0,0,0,118,0,0,0,0,0,1,0.03418803418803419,0.20588235294117646,Stocking Survey,Plantation Survival Survey,1,-0.0,,3,0.5865588711159462,0.5339088932156896
40407,2012-11-15,9.0,2014-01-27,2020-09-30,2438.0,0.9615384615384616,2012-11-27,2020-09-30,2013.0,2020.0,2013,2020,2014.0,2020.0,7,-0.02564102564102564,1200.3,1196.3,156,0,0,0,156,0,0,0,0,0,1,0.00641025641025641,0.17333333333333334,Animal Damage Control for Reforestation,Plantation Survival Survey,1,-0.0,,1,-0.0,
40408,2012-11-15,9.0,2013-12-06,2021-10-20,2875.0,0.8704663212435233,2012-12-17,2021-10-20,2013.0,2022.0,2013,2025,2014.0,2022.0,12,-0.07765957446808511,3297.9,3172.3999999999996,193,0,0,0,193,0,0,0,0,0,1,0.015957446808510637,0.25,Animal Damage Control for Reforestation,Animal Damage Control for Reforestation,1,-0.0,,2,0.25731864054383163,0.3712323266408757
40410,2012-09-10,5.0,2013-08-01,2017-08-10,1470.0,1.0,2013-07-09,2017-08-10,2013.0,2017.0,2013,2017,2013.0,2017.0,4,0.0,27.299999999999997,27.299999999999997,3,1,1,0,0,0,1,0,0,0,3,0.0,0.0,Wildlife Habitat Improvement,Burning of Piled Material,3,1.0986122886681096,0.9999999999999998,3,1.0986122886681096,0.9999999999999998
40415,2012-11-07,5.0,2015-08-21,2021-06-29,2139.0,0.1016949152542373,2014-01-07,2021-06-29,2014.0,2021.0,2013,2024,2015.0,2021.0,11,0.0,616.8,77.7,59,8,0,0,4,0,21,23,2,1,6,0.6666666666666666,1.6666666666666667,Wildlife habitat monitoring - area,Re-vegetation monitoring for germination / survival of seeds and/or plants,6,1.3721418117429998,0.7658069262690492,4,1.0268646599760656,0.7407262763058008
40422,2012-12-07,5.0,2013-08-15,2017-09-29,1506.0,1.0,2013-03-08,2017-09-29,2013.0,2017.0,2012,2017,2013.0,2017.0,5,0.0,352.70000000000005,352.70000000000005,14,0,0,0,14,0,0,0,0,0,1,0.5,0.5,"Salvage Cut (intermediate treatment, not regeneration)","Salvage Cut (intermediate treatment, not regeneration)",1,-0.0,,7,1.945910149055313,0.9999999999999999
40424,2012-11-07,5.0,2015-09-23,2015-09-23,0.0,1.0,2014-01-20,2014-01-20,2014.0,2014.0,2013,2013,2015.0,2015.0,0,0.43749999999999994,11.2,14.7,8,0,0,0,4,0,0,0,4,0,2,1.0,2.0,Single-tree Selection Cut (UA/RH/FH),Disease Control,2,0.6931471805599453,1.0,4,1.3862943611198906,1.0
40425,2013-03-08,8.0,2014-12-15,2021-09-08,2459.0,0.7487437185929648,2013-08-23,2021-09-08,2013.0,2021.0,2013,2023,2015.0,2021.0,10,-0.07947019867549669,3326.5,2798.9,199,0,0,0,84,0,115,0,0,0,2,0.26490066225165565,0.8120805369127517,Wildlife Habitat Seeding and planting,Tree Release and Weed,2,0.6809640917364919,0.9824235181716939,16,1.560035456473049,0.5626638541661545
40426,2013-07-25,5.0,2015-05-19,2019-06-13,1486.0,0.5555555555555556,2015-05-19,2019-06-13,2015.0,2019.0,2013,2019,2015.0,2019.0,6,-29.15909090909091,2471.2,1185.6,45,38,0,0,7,0,0,0,0,0,2,0.36363636363636365,0.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,2,0.4322259317038786,0.6235702082127974,40,3.629374309923017,0.9838690461612787
40432,2013-02-04,3.0,2013-04-04,2016-07-20,1203.0,1.0,2013-04-04,2014-10-01,2013.0,2015.0,2013,2015,2013.0,2016.0,2,0.0,1507.0,1507.0,36,6,0,0,30,0,0,0,0,0,2,0.0,0.6388888888888888,"Salvage Cut (intermediate treatment, not regeneration)","Piling of Fuels, Hand or Machine ",2,0.45056120886630463,0.6500224216483541,2,0.12693054534140227,0.1831220683013728
40436,2013-05-31,9.0,2014-04-25,2022-04-25,2922.0,0.8333333333333334,2014-04-25,2022-04-25,2014.0,2022.0,2013,2024,2014.0,2022.0,11,0.95,361.5,344.5,24,18,0,0,2,0,2,2,0,0,4,0.0,0.0,Wildlife Habitat Release and weeding,Wildlife Habitat Mechanical treatment,4,0.8369882167858358,0.603759374819711,16,2.712962173052891,0.9784942682956879
40445,2012-10-03,8.0,2013-04-22,2014-04-01,344.0,1.0,2013-04-22,2014-04-01,2013.0,2014.0,2013,2014,2013.0,2014.0,1,0.0,3832.0,3832.0,4,4,0,0,0,0,0,0,0,0,1,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1,-0.0,,4,1.3862943611198906,1.0
40446,2013-11-13,8.0,2015-12-20,2022-03-18,2280.0,0.6428571428571429,2015-07-07,2022-03-03,2015.0,2022.0,2014,2027,2016.0,2022.0,13,0.0,6102.7,3233.7,210,1,0,0,182,1,26,0,0,0,4,0.0072992700729927005,1.0592592592592593,Wildlife Habitat Prescribed fire,Broadcast Burning - Covers a majority of the unit,4,0.4335850210196816,0.3127654798144158,73,4.160253491018489,0.9696522127954085
4045,2008-02-21,1.0,2008-09-13,2008-09-13,0.0,1.0,2008-09-13,2008-09-13,2008.0,2008.0,2008,2008,2008.0,2008.0,0,0.0,58.0,58.0,4,0,0,0,4,0,0,0,0,0,1,0.0,0.0,TSI Certification - Thinning,TSI Certification - Thinning,1,-0.0,,0,0.0,-0.0
40461,2014-03-14,8.0,2017-01-09,2017-07-20,192.0,1.0,2014-06-10,2014-06-10,2014.0,2014.0,2014,2014,2017.0,2017.0,0,0.0,86.0,86.0,5,0,0,0,5,0,0,0,0,0,1,0.0,3.0,Commercial Thin,Commercial Thin,1,-0.0,,0,0.0,-0.0
40463,2013-12-03,2.0,2014-06-30,2022-01-03,2744.0,0.5992727272727273,2014-02-19,2022-01-03,2014.0,2022.0,2014,2026,2014.0,2022.0,12,-0.0022988505747126436,62094.4,29103.0,1375,311,36,0,978,7,43,0,0,0,5,0.022988505747126436,0.29854368932038833,Plant Trees,Stand Clearcut (EA/RH/FH),5,0.8091444931665455,0.5027497407109058,256,5.302219220578198,0.9561856719042889
40468,2012-11-13,9.0,2013-10-03,2018-09-15,1808.0,1.0,2012-12-29,2018-09-15,2013.0,2018.0,2013,2018,2014.0,2018.0,5,0.0,847.0,847.0,20,0,0,0,20,0,0,0,0,0,1,0.05,0.5,Certification of Natural Regeneration without Site Prep,Certification of Natural Regeneration without Site Prep,1,-0.0,,2,0.5004024235381879,0.7219280948873623
40469,2012-11-13,9.0,2014-02-14,2020-09-22,2412.0,0.8666666666666667,2012-12-06,2020-09-22,2013.0,2020.0,2013,2020,2014.0,2020.0,7,-0.1,695.0,692.0,30,0,0,0,30,0,0,0,0,0,1,0.0,0.2692307692307692,Stocking Survey,Site Preparation for Planting - Mechanical,1,-0.0,,1,-0.0,
40470,2012-11-13,9.0,2013-03-27,2013-08-14,140.0,1.0,2012-12-06,2012-12-06,2013.0,2013.0,2013,2013,2013.0,2013.0,0,0.0,162.0,162.0,4,0,0,0,4,0,0,0,0,0,1,0.0,0.0,Commercial Thin,Commercial Thin,1,-0.0,,1,-0.0,
40471,2012-11-28,9.0,2013-11-25,2020-09-22,2493.0,0.8125,2013-03-28,2020-09-22,2013.0,2020.0,2013,2024,2014.0,2020.0,11,0.0,545.0,410.0,16,0,0,0,16,0,0,0,0,0,1,0.0,0.38461538461538464,Stocking Survey,Certification-Planted,1,-0.0,,1,-0.0,
40472,2012-11-28,9.0,2013-12-20,2021-09-29,2840.0,0.7816091954022989,2013-03-28,2021-09-15,2013.0,2021.0,2013,2025,2014.0,2021.0,12,-0.012195121951219513,2930.0,2683.0,87,0,0,0,87,0,0,0,0,0,1,0.036585365853658534,0.4264705882352941,Animal Damage Control for Reforestation,Tree Release and Weed,1,-0.0,,1,-0.0,
40473,2014-08-29,6.0,2015-10-01,2021-12-01,2253.0,0.30402010050251255,2015-09-14,2021-12-01,2015.0,2022.0,2007,2029,2016.0,2022.0,22,-0.6413580246913579,36125.5,13023.8,796,156,142,0,305,7,181,0,0,5,6,0.10493827160493827,0.23140495867768596,Silvicultural Stand Examination,Invasives - Treatment Activity Monitoring,6,1.4047290923264941,0.7839942338531045,23,2.748700228182799,0.8766401845739871
40477,2012-12-07,9.0,2013-08-05,2020-09-22,2605.0,0.9230769230769231,2013-04-17,2020-09-22,2013.0,2020.0,2013,2020,2013.0,2020.0,7,0.038461538461538464,268.0,269.0,26,0,0,0,26,0,0,0,0,0,1,0.0,0.4583333333333333,Commercial Thin,Commercial Thin,1,-0.0,,1,-0.0,
40478,2012-11-16,9.0,2013-03-28,2021-09-30,3108.0,0.8863636363636364,2012-12-12,2021-09-30,2013.0,2021.0,2013,2021,2013.0,2021.0,8,-2.13953488372093,1267.0,1159.0,44,0,0,0,44,0,0,0,0,0,1,0.046511627906976744,0.07692307692307693,Certification-Planted,Tree Release and Weed,1,-0.0,,3,0.21641408919322774,0.196988593178395
40479,2012-12-07,9.0,2014-07-14,2014-07-14,0.0,1.0,2013-03-29,2013-03-29,2013.0,2013.0,2013,2013,2014.0,2014.0,0,0.0,101.0,101.0,6,0,0,0,6,0,0,0,0,0,1,0.0,1.0,Commercial Thin,Stand Clearcut (w/ leave trees) (EA/RH/FH),1,-0.0,,1,-0.0,
40480,2012-12-07,9.0,2013-05-15,2014-01-29,259.0,1.0,2013-04-04,2013-04-04,2013.0,2013.0,2013,2013,2013.0,2014.0,0,-33.166666666666664,259.0,60.0,6,0,0,0,6,0,0,0,0,0,1,0.0,0.5,Commercial Thin,Commercial Thin,1,-0.0,,1,-0.0,
40488,2014-06-13,1.0,2014-07-16,2022-05-21,2866.0,0.42109144542772864,2014-07-16,2022-04-09,2014.0,2022.0,2012,2084,2014.0,2022.0,72,-0.0033898305084745627,23938.899999999998,6891.2,1356,440,0,0,908,8,0,0,0,0,3,0.2135593220338983,0.5971978984238179,Stocking Survey,Certification-Planted,3,0.664044978865512,0.6044397880079782,125,4.5198729645893465,0.9361183242236266
40528,2013-09-17,8.0,2014-03-01,2014-03-01,0.0,1.0,2014-03-01,2014-03-01,2014.0,2014.0,2014,2014,2014.0,2014.0,0,0.0,571.0,571.0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,Control of Understory Vegetation,Control of Understory Vegetation,1,-0.0,,1,-0.0,
40535,2014-06-29,3.0,2015-09-30,2017-09-30,731.0,1.0,2014-07-14,2017-09-30,2014.0,2017.0,2014,2017,2015.0,2017.0,3,0.0,1903.0,1903.0,15,6,3,0,6,0,0,0,0,0,3,0.0,0.26666666666666666,Site Preparation for Natural Regeneration - Burning,Rearrangement of Fuels,3,1.0549201679861442,0.9602297178607612,2,0.39267446722755217,0.5665095065529053
40554,2013-05-20,1.0,2015-11-01,2020-07-27,1730.0,0.8461538461538461,2015-11-01,2020-07-27,2016.0,2020.0,2016,2022,2016.0,2020.0,6,0.0,140.50000000000003,139.8,13,8,5,0,0,0,0,0,0,0,2,0.0,0.0,"Piling of Fuels, Hand or Machine ",Invasives - Pesticide Application,2,0.666278442414676,0.961236604722876,3,1.0900596587107838,0.992215060722018
40557,2012-12-12,6.0,2016-09-20,2016-09-20,0.0,0.5,2016-09-20,2016-09-20,2016.0,2016.0,2013,2016,2016.0,2016.0,3,0.0,290.0,55.0,2,1,0,0,1,0,0,0,0,0,2,0.0,0.0,"Salvage Cut (intermediate treatment, not regeneration)",Wildfire - Natural Ignition,2,0.6931471805599453,1.0,2,0.6931471805599453,1.0
40561,2016-10-31,8.0,2022-03-31,2022-03-31,0.0,0.21212121212121213,2018-09-06,2022-04-26,2018.0,2022.0,2004,2021,2022.0,2022.0,17,0.0,1349.0,1191.0,33,0,0,0,33,0,0,0,0,0,1,4.933333333333334,18.0,Commercial Thin,Commercial Thin,1,-0.0,,26,3.1266265722079902,0.9596482288725157
40564,2014-07-15,6.0,2017-09-28,2017-09-28,0.0,1.0,2017-09-28,2017-09-28,2017.0,2017.0,2017,2017,2017.0,2017.0,0,0.0,3.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0.0,0.0,"Seeding grasses, forbs and/or shrubs","Seeding grasses, forbs and/or shrubs",1,-0.0,,0,0.0,-0.0
40567,2011-11-16,5.0,2012-07-15,2015-12-01,1234.0,0.6470588235294118,2012-07-15,2015-12-01,2012.0,2016.0,2012,2022,2012.0,2016.0,10,0.0,268.5,131.0,17,9,0,0,0,0,8,0,0,0,2,0.0,0.0,Jackpot Burning - Scattered concentrations,Wildlife Habitat Precommercial thinning,2,0.6914160776171183,0.9975025463691153,3,0.803742107316203,0.7315975941709251
40574,2013-09-27,2.0,2013-12-05,2020-03-24,2301.0,0.5074626865671642,2013-12-05,2020-09-29,2014.0,2020.0,2014,2025,2014.0,2020.0,11,0.0023255813953488393,3582.2999999999997,2277.7,67,19,5,0,42,1,0,0,0,0,4,0.0,2.1176470588235294,Stocking Survey,Certification of Natural Regeneration with Site Prep,4,0.9065783785814983,0.6539580654783425,2,0.5004024235381879,0.7219280948873623
40584,2013-09-18,8.0,2018-06-18,2022-06-10,1453.0,0.8872180451127819,2015-06-15,2020-08-30,2015.0,2020.0,2015,2022,2018.0,2022.0,7,0.015384615384615385,5214.1,5201.1,133,0,0,0,106,0,27,0,0,0,2,0.0,2.3389830508474576,Commercial Thin,Commercial Thin,2,0.5045435691390772,0.7279025051093645,9,1.72807730113103,0.7864818730664505
40590,2013-01-08,9.0,2016-05-23,2016-05-23,0.0,1.0,2016-05-23,2016-05-23,2016.0,2016.0,2016,2016,2016.0,2016.0,0,-0.10000000000000142,35.5,35.4,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,Invasives - Pesticide Application,Invasives - Pesticide Application,1,-0.0,,1,-0.0,
4060,2007-03-02,1.0,2007-05-08,2021-10-08,5267.0,0.9995754616854171,2007-05-08,2021-10-08,2007.0,2022.0,1999,2021,2007.0,2022.0,22,-27.656699936292306,841742.1,711464.5,4711,0,4711,0,0,0,0,0,0,0,1,0.014865151836908048,0.02590783605861117,Invasives - Pesticide Application,Range Control Vegetation,1,-0.0,,1995,7.449678943834999,0.980427405951801
40603,2013-07-15,4.0,2014-05-30,2019-05-22,1818.0,0.75,2014-05-30,2019-05-22,2014.0,2019.0,2014,2020,2014.0,2019.0,6,0.0,66.5,38.5,8,1,1,0,3,0,0,0,3,0,4,0.0,0.16666666666666666,Insect Prevention,Precommercial Thin,4,1.2554823251787537,0.9056390622295665,2,0.5623351446188083,0.8112781244591328
40617,2013-09-13,4.0,2020-10-01,2020-10-01,0.0,0.8,2020-10-01,2020-10-01,2021.0,2021.0,2016,2021,2021.0,2021.0,5,0.0,1404.0,833.0,5,5,0,0,0,0,0,0,0,0,1,3.0,3.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,1,-0.0,,1,-0.0,
40629,2013-06-27,5.0,2013-09-30,2021-10-06,2928.0,0.8785310734463276,2013-09-30,2021-10-06,2013.0,2022.0,2013,2023,2013.0,2022.0,10,-0.02875399361022364,37049.0,33187.0,354,63,4,0,287,0,0,0,0,0,3,0.13099041533546327,0.13183279742765272,Burning of Piled Material,Burning of Piled Material,3,0.5279577573988666,0.48056786078638375,30,3.3659496632094483,0.9896366736483015
40631,2015-10-22,3.0,2017-09-08,2021-02-01,1242.0,0.6965174129353234,2016-11-16,2021-09-20,2017.0,2021.0,2016,2021,2017.0,2021.0,5,0.9884999999999999,8492.0,8669.699999999999,201,42,0,0,145,0,14,0,0,0,3,1.63,0.8428571428571429,Wildlife Habitat Improvement,Commercial Thin,3,0.7483033198327156,0.6811350351268259,6,1.1628450921004811,0.6489962029342423
40634,2013-03-15,4.0,2013-04-03,2015-10-23,933.0,1.0,2013-04-03,2013-06-28,2013.0,2013.0,2013,2013,2013.0,2016.0,0,0.0,258.0,258.0,2,0,0,0,2,0,0,0,0,0,1,0.0,1.5,Stand Silviculture Prescription,"Salvage Cut (intermediate treatment, not regeneration)",1,-0.0,,1,-0.0,
40648,2015-07-21,1.0,2016-10-12,2016-10-12,0.0,0.5,2016-10-12,2016-10-12,2017.0,2017.0,2016,2023,2017.0,2017.0,7,0.0,126.0,63.0,10,0,0,0,10,0,0,0,0,0,1,1.0,1.0,Pretreatment Exam for Release or Precommercial Thinning,Precommercial Thin,1,-0.0,,5,1.6094379124341005,1.0000000000000002
40661,2012-12-08,1.0,2013-06-12,2020-02-14,2438.0,0.8620689655172413,2013-06-12,2020-02-14,2013.0,2020.0,2013,2020,2013.0,2020.0,7,0.0,2483.2,2483.2,58,50,0,0,8,0,0,0,0,0,2,0.2413793103448276,0.38,Burning of Piled Material,Burning of Piled Material,2,0.40118986218700575,0.5787946246321198,16,2.6669380193565915,0.9618945637209972
40676,2014-08-08,1.0,2018-07-24,2019-08-20,392.0,1.0,2018-07-24,2019-08-20,2018.0,2019.0,2018,2018,2018.0,2019.0,0,0.0,168.9,168.9,15,15,0,0,0,0,0,0,0,0,1,0.5333333333333333,0.5333333333333333,Yarding - Removal of Fuels by Carrying or Dragging,Yarding - Removal of Fuels by Carrying or Dragging,1,-0.0,,15,2.70805020110221,1.0
40681,2013-01-16,3.0,2013-04-27,2018-08-30,1951.0,1.0,2013-04-01,2018-07-18,2013.0,2018.0,2013,2018,2013.0,2018.0,5,-1.7142857142857142,22118.0,22070.0,28,0,1,0,27,0,0,0,0,0,2,0.2857142857142857,0.2857142857142857,Plant Trees,Plantation Survival Survey,2,0.15407610367102942,0.22228483068568797,0,0.0,-0.0
40686,2015-04-29,6.0,2017-06-30,2021-10-25,1578.0,0.5428571428571428,2015-09-22,2021-10-25,2015.0,2022.0,2015,2023,2017.0,2022.0,8,-0.3368421052631579,3537.0,2286.0,140,87,0,0,53,0,0,0,0,0,2,0.010526315789473684,1.2894736842105263,Burning of Piled Material,Fuel Inventory,2,0.6633604387435097,0.9570268152971885,2,0.12974069471942834,0.18717625687320819
40687,2017-11-30,6.0,,,,0.0,2020-09-01,2020-09-01,2020.0,2020.0,2020,2025,,,5,0.0,2601.0,496.0,85,60,0,0,25,0,0,0,0,0,2,0.0,,"Piling of Fuels, Hand or Machine ","Piling of Fuels, Hand or Machine ",2,0.605797499372304,0.8739810481273579,3,0.6223603638826081,0.5664968163037022
40689,2013-03-20,10.0,2014-06-17,2016-09-08,814.0,0.171875,2013-08-30,2021-09-30,2013.0,2021.0,2012,2033,2014.0,2016.0,21,0.0,4982.0,1491.0,128,0,0,0,126,0,2,0,0,0,2,0.09302325581395349,0.5909090909090909,Precommercial Thin,Precommercial Thin,2,0.08048483706800685,0.11611507530476971,0,0.0,-0.0
40701,2013-01-30,9.0,,,,0.0,,,,,2014,2014,,,0,,155.0,0.0,6,0,6,0,0,0,0,0,0,0,1,,,Invasives - Pesticide Application,Invasives - Pesticide Application,1,-0.0,,0,0.0,-0.0
40706,2013-01-17,8.0,2020-10-01,2020-10-01,0.0,0.625,2013-08-22,2020-10-01,2013.0,2021.0,2013,2021,2021.0,2021.0,8,0.0,9659.0,5025.0,8,5,0,0,3,0,0,0,0,0,2,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),2,0.6615632381579821,0.954434002924965,3,0.9002560512685369,0.8194483718728035
40712,2016-06-23,6.0,2016-07-10,2021-12-07,1976.0,0.37902264600715135,2016-07-10,2021-12-07,2016.0,2022.0,2014,2042,2016.0,2022.0,28,-0.08823529411764706,120796.5,41646.100000000006,1678,922,85,0,663,5,3,0,0,0,5,0.34782608695652173,0.9685534591194969,Invasives - Mechanical /Physical,Pretreatment Exam for Release or Precommercial Thinning,5,0.8756529419483327,0.5440737633823989,155,4.783985828328663,0.9485589093570084
40713,2018-11-13,5.0,2020-02-01,2020-02-10,9.0,0.375,2020-02-01,2021-09-30,2020.0,2021.0,2020,2021,2020.0,2020.0,1,0.0,551.0,551.0,8,8,0,0,0,0,0,0,0,0,1,0.0,0.0,"Piling of Fuels, Hand or Machine ",Thinning for Hazardous Fuels Reduction,1,-0.0,,1,-0.0,
40726,2013-05-02,4.0,2013-10-30,2015-09-15,685.0,0.6363636363636364,2013-10-30,2015-09-15,2014.0,2015.0,2013,2017,2014.0,2015.0,4,0.0,231.0,123.0,11,4,0,0,7,0,0,0,0,0,2,0.0,0.0,"Piling of Fuels, Hand or Machine ",Burning of Piled Material,2,0.6554817739013927,0.9456603046006401,1,-0.0,
