NEPA_DOC_NBR,PROJECT NAME,LMU – REGION,REGION_ID,DISTRICT_ID,LMU (ACTUAL),PROJECT CREATED,INITIATION DATE,INITIATION FY,DECISION SIGNED,SIGNED FY,DECISION TYPE,APPEALED OR OBJECTED?,NO COMMENTS OR ONLY SUPPORT?,LITIGATED?,ELAPSED DAYS,HF Fuels management – purpose,TM Forest products – purpose,VM Vegetation management (non-forest products) – purpose,NEPA_SIGNED_DATE,REGION,DATE_COMP_MIN,DATE_COMP_MAX,PROJECT_DUR_CURRENT,PERCENT_PROJ_COMP,DATE_AWARD_MIN,DATE_AWARD_MAX,FY_AWARD_MIN,FY_AWARD_MAX,FY_PLAN_MIN,FY_PLAN_MAX,FY_COMP_MIN,FY_COMP_MAX,PROJECT_DUR_PLAN_YR,ACT_AREA_DIFF,TOT_AREA_PLAN,TOT_AREA_COMP,NBR_ACTIVITIES,FIRE,RANGE,REC,TIMBER,SAW,WILDLIFE,RESTORE,MISC,ENGI,RICHNESS_TEST,PLAN_TO_AWARD_AVE,PLAN_TO_COMP_AVE,FIRST_ACTIVITY,LAST_ACTIVITY,PROJ_RICHNESS,PROJ_DIVERSE,PROJ_EVENNESS,AREA_RICHNESS,AREA_DIVERSE,AREA_EVENNESS,TOTAL_PROJECT_DAYS,NEPA_TO_LAST_ACT,NEPA_TO_FIRST_ACT,NEPA_TO_CONTRACT
38184,Commercial Thinning - Rush/Brushy Watershed,R8,8.0,80101.0,Bankhead Ranger District (11080101),02/06/2012,2012-01-14,2012.0,2012-09-25,2012.0,DM,0.0,1.0,0.0,255.0,1.0,1.0,1.0,2012-09-25,8.0,,,,0.0,2013-06-14,2015-07-28,2013.0,2015.0,2013.0,2014.0,,,1.0,0.0,968.0,968.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6551724137931034,,Commercial Thin,Commercial Thin,1.0,-0.0,,1.0,-0.0,,,,,262.0
38186,Mechanical Fuels Reduction,R8,8.0,80101.0,Bankhead Ranger District (11080101),02/06/2012,2010-09-04,2010.0,2012-05-31,2012.0,DM,0.0,1.0,0.0,635.0,1.0,0.0,1.0,2012-05-31,8.0,2012-07-09,2019-03-19,2444.0,1.0,2012-07-09,2019-03-19,2012.0,2019.0,2012.0,2019.0,2012.0,2019.0,7.0,0.0,489.2,489.2,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,Wildlife Habitat Mechanical treatment,Wildlife Habitat Prescribed fire,1.0,-0.0,,2.0,0.6365141682948128,0.9182958340544894,3118.0,2483.0,39.0,39.0
38195,Swale Commercial Thin,R6,6.0,61402.0,Heppner Ranger District (11061402),02/07/2012,2012-06-12,2012.0,2012-10-09,2013.0,DM,0.0,1.0,0.0,119.0,0.0,1.0,0.0,2012-10-09,6.0,2015-09-15,2015-10-10,25.0,0.6666666666666666,2013-03-12,2015-09-15,2013.0,2015.0,2013.0,2015.0,2015.0,2016.0,2.0,0.0,86.0,41.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.5,Commercial Thin,Wildlife Habitat Improvement,2.0,0.6365141682948128,0.9182958340544894,2.0,0.6365141682948128,0.9182958340544894,1215.0,1096.0,1071.0,154.0
38196,McMurdo Cabin Commercial Thin,R6,6.0,61402.0,Heppner Ranger District (11061402),02/07/2012,2012-02-07,2012.0,2012-07-24,2012.0,DM,0.0,1.0,0.0,168.0,0.0,1.0,0.0,2012-07-24,6.0,2012-08-01,2013-09-15,410.0,1.0,2012-08-01,2013-09-15,2012.0,2013.0,2012.0,2013.0,2012.0,2013.0,1.0,0.0,128.0,128.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Commercial Thin,Precommercial Thin,1.0,-0.0,,1.0,-0.0,,586.0,418.0,8.0,8.0
38213,Potluck Mountain Pine Beetle Project,R2,2.0,20301.0,Bearlodge Ranger District (11020301),02/08/2012,2012-02-15,2012.0,2012-05-21,2012.0,DM,0.0,0.0,0.0,96.0,1.0,1.0,1.0,2012-05-21,2.0,2013-03-15,2018-08-17,1981.0,1.0,2012-09-25,2018-08-17,2012.0,2018.0,2012.0,2018.0,2013.0,2018.0,6.0,0.0,798.0,798.0,26.0,14.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5384615384615384,Invasives - Pesticide Application,Wildlife Habitat access management development,4.0,1.0704745451731499,0.772184158859586,10.0,2.2154370177923726,0.9621520718314237,2375.0,2279.0,298.0,127.0
38218,2012 Gypsy Moth Slow-the-Spread Project,R9,9.0,90900.0,Superior National Forest All Units (11090900),02/08/2012,2012-03-01,2012.0,2012-06-22,2012.0,DN,0.0,1.0,0.0,113.0,1.0,0.0,1.0,2012-06-22,9.0,2012-07-28,2012-07-28,0.0,1.0,2012-07-28,2012-07-28,2012.0,2012.0,2012.0,2012.0,2012.0,2012.0,0.0,-0.8999999999996362,9748.9,9748.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Invasives - Pesticide Application,Invasives - Pesticide Application,1.0,-0.0,,1.0,-0.0,,149.0,36.0,36.0,36.0
38240,Reeds Creek American Chestnut Planting,R9,9.0,92105.0,Potomac Ranger District (11092105),02/13/2012,2012-02-07,2012.0,2012-03-01,2012.0,DM,0.0,1.0,0.0,23.0,0.0,0.0,1.0,2012-03-01,9.0,2012-04-01,2012-09-15,167.0,1.0,2012-04-01,2012-06-01,2012.0,2012.0,2012.0,2012.0,2012.0,2012.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Animal Damage Control for Reforestation,Genetic Evaluation Plantation Establishment,1.0,-0.0,,0.0,0.0,-0.0,221.0,198.0,31.0,31.0
38242,Longleaf Pine Handplanting in Tornado Salvage Areas 2012,R8,8.0,80104.0,Oakmulgee Ranger District (11080104),02/14/2012,2012-02-14,2012.0,2012-02-14,2012.0,DM,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2012-02-14,8.0,2012-03-05,2015-02-13,1075.0,0.9333333333333333,2012-03-05,2015-02-13,2012.0,2015.0,2012.0,2015.0,2012.0,2015.0,3.0,-0.42857142857142855,838.9999999999998,775.6999999999998,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Plantation Survival Survey,Plant Trees,1.0,-0.0,,1.0,-0.0,,1095.0,1095.0,20.0,20.0
38265,Carbaryl Application:  Crazy/Pattee Canyon and Rock Creek,R1,1.0,11603.0,Missoula Ranger District (11011603),02/17/2012,2012-02-20,2012.0,2012-04-24,2012.0,DM,0.0,1.0,0.0,64.0,0.0,0.0,1.0,2012-04-24,1.0,2012-05-17,2014-06-11,755.0,1.0,2012-05-17,2014-06-11,2012.0,2014.0,2012.0,2014.0,2012.0,2014.0,2.0,0.0,84.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,Insect Control,Insect Control,1.0,-0.0,,1.0,-0.0,,842.0,778.0,23.0,23.0
38266,Burton Tract Wildlife Habitat Improvement Project,R8,8.0,81304.0,Sam Houston Ranger District (11081304),02/17/2012,2012-02-17,2012.0,2013-07-08,2013.0,DM,0.0,1.0,0.0,507.0,1.0,0.0,1.0,2013-07-08,8.0,2014-07-30,2020-06-29,2161.0,0.9333333333333333,2014-06-04,2020-06-29,2014.0,2020.0,2014.0,2020.0,2014.0,2020.0,6.0,-0.7000000000000001,781.8,522.0,15.0,1.0,2.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Commercial Thin,4.0,1.1710598699903711,0.8447411335095913,8.0,1.9564632038266851,0.940859920614164,3055.0,2548.0,387.0,331.0
38274,District Wide Planting Project,R6,6.0,61402.0,Heppner Ranger District (11061402),02/22/2012,2012-02-28,2012.0,2013-02-01,2013.0,DM,0.0,1.0,0.0,339.0,0.0,0.0,1.0,2013-02-01,6.0,2013-04-27,2014-10-30,551.0,0.8333333333333334,2013-03-01,2014-08-05,2013.0,2014.0,2013.0,2014.0,2013.0,2015.0,1.0,-0.3,311.0,228.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,Fill-in or Replant Trees,Fill-in or Replant Trees,1.0,-0.0,,12.0,2.4849066497880012,1.0000000000000004,975.0,636.0,85.0,28.0
38275,Boe Vegetation Management Project,R6,6.0,61406.0,Walla Walla Ranger District (11061406),02/22/2012,2012-03-19,2012.0,2012-11-28,2013.0,DM,0.0,1.0,0.0,254.0,0.0,1.0,0.0,2012-11-28,6.0,2013-11-13,2017-10-20,1437.0,0.875,2013-06-18,2017-07-28,2013.0,2017.0,2013.0,2017.0,2014.0,2018.0,4.0,0.0,368.0,301.0,8.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2857142857142857,"Piling of Fuels, Hand or Machine ",Range Seeding and Planting,4.0,1.2130075659799042,0.875,1.0,-0.0,,2041.0,1787.0,350.0,202.0
38276,Swamp Creek Commerical Thin,R6,6.0,61406.0,Walla Walla Ranger District (11061406),02/22/2012,2012-07-22,2012.0,2013-04-03,2013.0,DM,0.0,0.0,0.0,255.0,0.0,1.0,0.0,2013-04-03,6.0,2014-11-07,2020-08-12,2105.0,0.875,2014-06-16,2020-08-12,2014.0,2020.0,2014.0,2020.0,2015.0,2020.0,6.0,-0.6857142857142853,235.5,229.7,8.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.14285714285714285,Range Seeding and Planting,Stocking Survey,2.0,0.5623351446188083,0.8112781244591328,1.0,-0.0,,2943.0,2688.0,583.0,439.0
38277,Balloon Cabin Landscape Prescribed Fire,R6,6.0,61406.0,Walla Walla Ranger District (11061406),02/22/2012,2013-04-13,2013.0,2013-09-12,2013.0,DM,0.0,1.0,0.0,152.0,1.0,0.0,1.0,2013-09-12,6.0,2016-04-11,2016-04-11,0.0,0.2,2016-04-11,2016-04-11,2016.0,2016.0,2016.0,2023.0,2016.0,2016.0,7.0,0.0,1544.0,247.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),1.0,-0.0,,4.0,1.3321790402101223,0.9609640474436812,1094.0,942.0,942.0,942.0
38280,Reforestation 1266 FY12 DM,R8,8.0,80909.0,Poteau Ranger District (11080909),02/22/2012,2012-02-22,2012.0,2012-03-09,2012.0,DM,0.0,1.0,0.0,16.0,0.0,0.0,1.0,2012-03-09,8.0,2012-12-19,2016-04-01,1199.0,1.0,2012-12-19,2016-04-01,2013.0,2016.0,2013.0,2016.0,2013.0,2016.0,3.0,0.0,744.0,744.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Stocking Survey,Stocking Survey,1.0,-0.0,,1.0,-0.0,,1500.0,1484.0,285.0,285.0
38282,Rocket Vegetation Management Project,R6,6.0,60101.0,Bend/Fort Rock Ranger District (11060101),02/23/2012,2012-03-02,2012.0,2014-06-17,2014.0,DN,0.0,0.0,0.0,837.0,1.0,1.0,1.0,2014-06-17,6.0,2017-02-16,2022-05-10,1909.0,0.27064538514920194,2016-07-28,2022-03-04,2016.0,2022.0,2014.0,2026.0,2017.0,2022.0,12.0,0.0,52924.0,27749.0,1441.0,748.0,0.0,3.0,572.0,108.0,0.0,0.0,10.0,0.0,5.0,0.008559201141226819,1.0,Compacting/Crushing of Fuels,Post Treatment Vegetation Monitoring,5.0,0.9486534628145713,0.5894315372376409,208.0,5.227173331170107,0.9793229112592323,3721.0,2884.0,975.0,772.0
38284,Minton Trout,R1,1.0,11407.0,Cabinet Ranger District (11011407),02/23/2012,2012-02-06,2012.0,2014-07-17,2014.0,DN,0.0,1.0,0.0,892.0,1.0,1.0,1.0,2014-07-17,1.0,2015-02-01,2022-04-01,2616.0,0.7883211678832117,2014-08-28,2022-04-01,2014.0,2022.0,2014.0,2039.0,2015.0,2022.0,25.0,-5.5092592592592595,12963.0,5311.0,274.0,175.0,4.0,0.0,75.0,20.0,0.0,0.0,0.0,0.0,4.0,0.10185185185185185,0.6018518518518519,Burning of Piled Material,Broadcast Burning - Covers a majority of the unit,4.0,0.893752278404867,0.644705989918957,35.0,3.1885747581393344,0.896838988192782,3707.0,2815.0,199.0,42.0
38290,Lemiti Fuels Reduction Project,R6,6.0,60605.0,Clackamas River Ranger District (11060605),02/23/2012,2012-09-21,2012.0,2016-02-26,2016.0,DN,0.0,0.0,0.0,1253.0,1.0,1.0,0.0,2016-02-26,6.0,2018-11-07,2019-11-13,371.0,0.6515151515151515,2016-08-04,2019-11-13,2016.0,2020.0,2016.0,2024.0,2019.0,2020.0,8.0,0.0,4288.0,4255.0,66.0,48.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.11627906976744186,Burning of Piled Material,"Salvage Cut (intermediate treatment, not regeneration)",2.0,0.5859526183035508,0.8453509366224364,18.0,2.890371757896165,1.0000000000000002,2609.0,1356.0,985.0,160.0
38293,Castle Project,R6,6.0,61801.0,McKenzie River Ranger District (11061801),02/24/2012,2012-02-24,2012.0,2012-08-13,2012.0,DM,0.0,0.0,0.0,171.0,0.0,1.0,0.0,2012-08-13,6.0,2015-10-02,2021-09-30,2190.0,1.0,2014-01-29,2021-09-30,2014.0,2021.0,2014.0,2021.0,2016.0,2021.0,7.0,-0.3222222222222222,291.0,282.3,27.0,16.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,0.4074074074074074,0.8888888888888888,Fuel Inventory,Fireline Construction,4.0,1.1106412048926382,0.8011582792527762,4.0,1.325376352436907,0.9560569454861144,3506.0,3335.0,1145.0,534.0
38294,Obsidian Safety Project,R6,6.0,61801.0,McKenzie River Ranger District (11061801),02/24/2012,2012-02-24,2012.0,2012-09-10,2012.0,DM,0.0,1.0,0.0,199.0,1.0,1.0,0.0,2012-09-10,6.0,2014-08-01,2014-10-15,75.0,1.0,2013-07-17,2014-10-15,2013.0,2015.0,2013.0,2015.0,2014.0,2015.0,2.0,0.0,20.0,20.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,"Piling of Fuels, Hand or Machine ",Burning of Piled Material,2.0,0.6365141682948128,0.9182958340544894,1.0,-0.0,,964.0,765.0,690.0,310.0
38296,Blue Ridge Community Fire Risk Reduction Project,R3,3.0,30407.0,Mogollon Rim Ranger District (11030407),02/24/2012,2012-03-20,2012.0,2012-06-15,2012.0,DM,0.0,1.0,0.0,87.0,1.0,0.0,0.0,2012-06-15,3.0,2015-06-30,2018-01-01,916.0,1.0,2015-06-30,2018-01-01,2015.0,2018.0,2015.0,2018.0,2015.0,2018.0,3.0,-2316.8571428571427,25000.0,8782.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,1.0,-0.0,,1.0,-0.0,,2113.0,2026.0,1110.0,1110.0
38297,Granite Vegetation Enhancement Project,R10,10.0,100410.0,Glacier Ranger District (11100410),02/24/2012,2012-03-13,2012.0,2012-06-28,2012.0,DM,0.0,1.0,0.0,107.0,0.0,0.0,1.0,2012-06-28,10.0,2012-09-25,2012-09-25,0.0,1.0,2012-09-25,2012-09-25,2012.0,2012.0,2012.0,2012.0,2012.0,2012.0,0.0,-177.0,180.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Precommercial Thin,Precommercial Thin,1.0,-0.0,,0.0,0.0,-0.0,196.0,89.0,89.0,89.0
38298,Cougar-Phelan Salvage Project,R4,4.0,41301.0,Salmon-Cobalt Ranger District (11041301),02/27/2012,2012-07-19,2012.0,2014-02-20,2014.0,DM,0.0,0.0,0.0,581.0,0.0,1.0,0.0,2014-02-20,4.0,2020-09-09,2020-09-15,6.0,0.8888888888888888,2020-09-09,2020-09-15,2020.0,2020.0,2016.0,2020.0,2020.0,2020.0,4.0,0.0,162.0,128.0,9.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,2.5,2.5,Wildlife Habitat Improvement,"Salvage Cut (intermediate treatment, not regeneration)",3.0,1.0986122886681096,0.9999999999999998,3.0,1.0986122886681096,0.9999999999999998,2980.0,2399.0,2393.0,2393.0
38300,Deep Creek Ridge Salvage Project,R4,4.0,41301.0,Salmon-Cobalt Ranger District (11041301),02/27/2012,2012-09-06,2012.0,2014-03-13,2014.0,DM,0.0,1.0,0.0,553.0,0.0,1.0,0.0,2014-03-13,4.0,2018-09-13,2018-11-13,61.0,1.0,2014-09-14,2018-11-13,2014.0,2019.0,2013.0,2019.0,2018.0,2019.0,6.0,0.0,241.0,241.0,16.0,8.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,2.25,3.75,Commercial Thin,"Pollinator habitat improved, restored or maintained",3.0,1.0397207708399179,0.946394630357186,4.0,1.3862943611198906,1.0,2259.0,1706.0,1645.0,185.0
38301,Carbaryl Application:  Rattlesnake Trailheads and Rattlesnake Trail (Road 99),R1,1.0,11603.0,Missoula Ranger District (11011603),02/27/2012,2012-02-29,2012.0,2012-04-19,2012.0,DM,0.0,0.0,0.0,50.0,0.0,0.0,1.0,2012-04-19,1.0,2012-06-21,2014-06-10,719.0,1.0,2012-06-21,2014-06-10,2012.0,2014.0,2012.0,2014.0,2012.0,2014.0,2.0,-2.3333333333333335,328.7,314.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,Insect Control,Insect Control,1.0,-0.0,,2.0,0.6931471805599453,1.0,832.0,782.0,63.0,63.0
38303,Prescribed Burning: Lena Landing/Vanderslice North/West Cedar Creek,R8,8.0,80905.0,Jessieville Ranger District (11080905),02/28/2012,2012-02-02,2012.0,2012-03-08,2012.0,DM,0.0,1.0,0.0,35.0,1.0,0.0,1.0,2012-03-08,8.0,2012-04-24,2018-03-13,2149.0,0.7894736842105263,2012-04-24,2018-03-13,2012.0,2018.0,2012.0,2022.0,2012.0,2018.0,10.0,-5.0,8639.0,4643.0,19.0,7.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,"Pollinator habitat improved, restored or maintained",Underburn - Low Intensity (Majority of Unit),3.0,1.0601189359398382,0.964961840382344,13.0,2.4336989513854284,0.9488292407433715,2231.0,2196.0,47.0,47.0
38315,Shortleaf Progeny Thinning,R8,8.0,81110.0,Uwharrie Ranger District (11081110),02/29/2012,2012-04-18,2012.0,2012-09-25,2012.0,DM,0.0,1.0,0.0,160.0,0.0,1.0,1.0,2012-09-25,8.0,2014-07-07,2020-03-10,2073.0,0.75,2014-07-07,2020-03-10,2014.0,2020.0,2014.0,2020.0,2014.0,2020.0,6.0,0.0,32.0,32.0,12.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Commercial Thin,2.0,0.6931471805599453,1.0,3.0,1.0986122886681096,0.9999999999999998,2883.0,2723.0,650.0,650.0
38317,Cedar Mountain Sub-Unit 1 Prescribed Burn,R8,8.0,80906.0,Kiamichi Ranger District (11080906),02/29/2012,2011-03-04,2011.0,2014-06-30,2014.0,DM,0.0,1.0,0.0,1214.0,1.0,0.0,0.0,2014-06-30,8.0,2015-03-28,2015-03-28,0.0,1.0,2015-03-28,2015-03-28,2015.0,2015.0,2014.0,2015.0,2015.0,2015.0,1.0,-430.3333333333333,8315.0,7024.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.6666666666666666,0.6666666666666666,Broadcast Burning - Covers a majority of the unit,Broadcast Burning - Covers a majority of the unit,2.0,0.6365141682948128,0.9182958340544894,1.0,-0.0,,1485.0,271.0,271.0,271.0
38330,Bunyan/Getner Fuels Reduction,R1,1.0,11405.0,Libby Ranger District (11011405),03/01/2012,2012-04-28,2012.0,2012-08-21,2012.0,DM,0.0,0.0,0.0,115.0,1.0,0.0,0.0,2012-08-14,1.0,2012-09-13,2017-10-30,1873.0,0.9032258064516129,2012-09-13,2017-10-30,2012.0,2018.0,2012.0,2028.0,2012.0,2018.0,16.0,0.0,1806.8,731.8,62.0,35.0,3.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.08928571428571429,Stand Silviculture Prescription,Post Treatment Vegetation Monitoring,4.0,1.011120805469395,0.7293694858951753,4.0,1.3858584326478707,0.9996855440776173,2011.0,1896.0,23.0,23.0
38331,Grant-Quinn Pinyon Juniper Thinning Project,R4,4.0,41709.0,Ely Ranger District (11041709),03/01/2012,2012-02-29,2012.0,2012-05-09,2012.0,DM,0.0,0.0,0.0,70.0,0.0,0.0,1.0,2012-05-09,4.0,2012-10-29,2012-10-29,0.0,1.0,2012-10-01,2012-10-01,2013.0,2013.0,2012.0,2012.0,2013.0,2013.0,0.0,0.0,750.0,750.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,1.0,-0.0,,1.0,-0.0,,243.0,173.0,173.0,145.0
38356,South Schell Creek Range Pinyon-Juniper Treatment Project,R4,4.0,41709.0,Ely Ranger District (11041709),03/02/2012,2012-02-29,2012.0,2012-05-24,2012.0,DM,0.0,0.0,0.0,85.0,1.0,0.0,1.0,2012-05-24,4.0,2012-11-15,2014-06-30,592.0,1.0,2012-10-02,2014-06-23,2013.0,2014.0,2012.0,2014.0,2013.0,2014.0,2.0,0.0,657.0,657.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,Thinning for Hazardous Fuels Reduction,Thinning for Hazardous Fuels Reduction,1.0,-0.0,,1.0,-0.0,,852.0,767.0,175.0,131.0
38368,Silvicide Environmental Assessment,R1,1.0,11800.0,Dakota Prairie Grasslands All Units (11011800),03/05/2012,2012-02-10,2012.0,2014-06-30,2014.0,DN,0.0,1.0,0.0,871.0,0.0,0.0,1.0,2014-06-30,1.0,2018-07-24,2018-07-24,0.0,1.0,2018-07-15,2018-07-15,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,0.0,0.0,218.0,218.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Range Cover Manipulation,Range Cover Manipulation,1.0,-0.0,,1.0,-0.0,,2356.0,1485.0,1485.0,1476.0
38386,Clarks Fork Wildlife Habitat Enhancement & Fuels Treatment Project,R6,6.0,61024.0,High Cascades Ranger District (11061024),03/06/2012,2014-06-09,2014.0,2014-08-14,2014.0,DM,0.0,1.0,0.0,66.0,1.0,0.0,0.0,2014-08-14,6.0,2016-06-30,2021-06-10,1806.0,1.0,2016-06-30,2021-06-10,2016.0,2021.0,2016.0,2021.0,2016.0,2021.0,5.0,0.0,805.0,805.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,Wildlife Habitat Precommercial thinning,Wildlife Habitat Precommercial thinning,1.0,-0.0,,6.0,1.6417347121875212,0.9162695888499091,2558.0,2492.0,686.0,686.0
38387,Escalante Forest Restoration Project,R2,2.0,20406.0,Ouray Ranger District (11020406),03/06/2012,2012-12-14,2013.0,2013-06-24,2013.0,DN,0.0,1.0,0.0,192.0,1.0,1.0,0.0,2013-06-24,2.0,2014-11-14,2021-12-08,2581.0,0.7005813953488372,2013-12-20,2021-12-08,2014.0,2022.0,2013.0,2033.0,2015.0,2022.0,20.0,-8.31095406360424,21649.5,16187.0,344.0,37.0,9.0,0.0,292.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0176678445229682,2.6887966804979255,Burning of Piled Material,Single-tree Selection Cut (UA/RH/FH),4.0,0.5448810438804657,0.3930485899403747,90.0,3.3937826180754067,0.7542058146264482,3281.0,3089.0,508.0,179.0
38401,Forestwide Precommercial Thinning,R1,1.0,11700.0,Nez Perce-Clearwater National Forest All Units (11011700),03/07/2012,2012-02-04,2012.0,2012-05-21,2012.0,DM,0.0,0.0,0.0,107.0,1.0,0.0,1.0,2012-05-21,1.0,2012-05-24,2020-07-31,2990.0,0.9823008849557522,2012-05-24,2020-04-03,2012.0,2020.0,2009.0,2023.0,2012.0,2020.0,14.0,0.0,2601.8,2568.8,113.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04504504504504504,0.7657657657657657,Precommercial Thin,Precommercial Thin,1.0,-0.0,,111.0,4.702851635329682,0.99858190399102,3100.0,2993.0,3.0,3.0
38406,Tio Gordito Restoration Project,R3,3.0,30206.0,Tres Piedras Ranger District (11030206),03/08/2012,2013-11-26,2014.0,2015-11-18,2016.0,DN,0.0,0.0,0.0,722.0,1.0,1.0,1.0,2015-11-18,3.0,2016-05-14,2022-01-19,2076.0,0.6739130434782609,2016-05-14,2022-01-19,2016.0,2022.0,2016.0,2027.0,2016.0,2022.0,11.0,-8.969696969696969,26776.0,21886.0,92.0,33.0,9.0,5.0,44.0,0.0,0.0,1.0,0.0,0.0,5.0,0.12121212121212122,0.6451612903225806,Group Selection Cut (UA/RH/FH),"Piling of Fuels, Hand or Machine ",5.0,1.155361357712151,0.7178663735867837,20.0,2.522492836989789,0.8420287951824301,2976.0,2254.0,178.0,178.0
38417,Kafka Resource Thin,R6,6.0,61801.0,McKenzie River Ranger District (11061801),03/08/2012,2012-05-29,2012.0,2012-09-26,2012.0,DM,0.0,0.0,0.0,120.0,0.0,1.0,0.0,2012-09-26,6.0,2014-08-10,2020-09-11,2224.0,0.8108108108108109,2013-12-10,2020-09-11,2014.0,2020.0,2014.0,2020.0,2014.0,2020.0,6.0,0.0,270.0,267.0,37.0,20.0,9.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,0.16666666666666666,0.1,Invasives - Pesticide Application,Burning of Piled Material,4.0,1.1505748560150184,0.8299643194722001,6.0,1.6174738516602443,0.9027293447803582,3027.0,2907.0,683.0,440.0
38424,Kuiu-Tonka-Mitkof Pre-commercial Thinning 3-Year Plan,R10,10.0,100521.0,Petersburg Ranger District (11100521),03/09/2012,2011-12-09,2012.0,2012-09-12,2012.0,DM,0.0,1.0,0.0,278.0,0.0,0.0,1.0,2012-09-12,10.0,,,,0.0,,,,,2023.0,2023.0,,,0.0,,170.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Precommercial Thin,Precommercial Thin,1.0,-0.0,,0.0,0.0,-0.0,,,,
38428,Homochitto Prescribed Burning Program,R8,8.0,80704.0,Homochitto Ranger District (11080704),03/12/2012,2010-05-20,2010.0,2010-08-04,2010.0,DM,0.0,1.0,0.0,76.0,1.0,0.0,1.0,2010-08-04,8.0,2014-03-14,2017-05-17,1160.0,0.9722222222222222,2014-03-14,2017-05-17,2014.0,2017.0,2014.0,2017.0,2014.0,2017.0,3.0,0.0,47398.0,46077.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Underburn - Low Intensity (Majority of Unit),Underburn - Low Intensity (Majority of Unit),1.0,-0.0,,29.0,3.3139617015716873,0.9841611396480715,2554.0,2478.0,1318.0,1318.0
